Peptide,Protein,Y
P56976,P0ADC6,1
P77091,P08337,0
Q7TFA1,Q5HYI8,1
Q99380,P36095,0
P80967,P04840,0
P20065,Q8BK75,1
P68191,P31134,0
P56976,P07330,0
Q3E7Z7,P07274,0
P0CX86,P38715,0
Q99380,P40350,0
Q3E7A6,Q12157,0
Q3E801,P43563,0
P56976,P0ABN1,1
Q99380,Q00618,1
A0A663DJA2,Q9Y3C6,1
Q3E7A0,P53604,0
A0A663DJA2,Q9Y5J9,1
P0CX86,P17076,1
Q99380,P40364,0
Q3E808,P00546,0
P0ADB4,P18196,1
Q3E801,P32495,0
Q7TFA1,Q9BVX2,1
Q3E7Z6,P07807,0
P77091,P0ABE2,1
P34166,P38881,0
Q99380,Q92316,0
P76164,P45550,0
P77091,P10441,1
P56976,P77414,0
Q3E7A0,P29055,0
Q99380,P53311,0
P77091,P33343,1
P0C269,P15019,0
P0A7Q6,P0A7W1,0
P0ADB7,P31551,0
A0A663DJA2,P60981,1
Q8TGT7,P06785,0
Q3E801,Q12157,0
P56976,P76045,1
P77494,P76084,0
Q3E781,P01123,0
P77091,P25531,0
P0ADB7,P38683,0
P0C269,P22804,0
P77091,P77170,1
Q8TGT1,P29478,0
P0A7Q6,P0A7Y0,0
Q47272,P39367,1
Q7TFA1,Q16585,1
Q3E801,P00546,0
Q7TFA1,O95297,1
P56976,P23877,1
A0A663DJA2,P61586,1
P0ADB4,P0ADJ3,1
Q47272,Q46898,1
P0CY04,Q99278,0
Q3E820,P08431,0
P76164,P11663,0
P56976,P75804,0
Q8TGU5,P34087,0
Q99380,P53899,0
Q3E7A6,P53949,0
P0CX86,P53221,1
P56976,P0AA25,1
Q47272,P0A6Q6,1
Q3E837,P07807,0
P40975,O60200,0
P56976,P15028,0
Q99380,Q08816,0
Q7TFA1,Q13454,1
P34166,P25337,0
Q3E7Z9,P18888,0
Q99380,P34251,0
Q3E778,P43563,0
P77091,P52133,1
Q8TGT6,Q12051,0
Q3E820,Q08962,0
P77091,P11289,1
Q99380,P53227,0
P76164,P76182,0
P0CY04,P50086,0
P56976,P0ABZ4,0
P0AD83,P0A910,1
P0ADB4,P0A9X4,1
P56976,P25742,0
P0C269,P36040,0
Q7TFA1,Q12846,1
P0A7Q6,P0AGB3,1
P56976,P39295,1
A0A663DJA2,O00264,1
Q99380,P46964,1
P77091,Q47272,1
Q3E801,P53039,0
P56976,P0ADZ0,1
P0A7Q6,P76474,0
Q3E843,P40102,0
P56976,P09394,0
Q3E781,P29478,0
A0A663DJA2,O15260,1
Q7TFA1,O60238,1
P56976,P33644,1
Q3E813,Q06213,0
A0A663DJA2,O43324,1
Q8TGT8,P28320,0
Q99380,P46947,0
A0A663DJA2,P63244,1
Q3E789,P30656,0
Q99380,P40154,0
P56976,P02932,0
Q3E7Z6,Q04338,0
P56976,P16926,0
A0A663DJA2,P62995,1
P34068,Q7LKZ5,1
P77091,P0A710,1
P0ADB4,P0A905,1
P0CY04,P32905,0
P0ADB4,P0A6M2,0
P0ADB4,P0AC02,1
P0ADB4,P0ABZ4,1
Q7TFA1,A1L3X0,1
Q47272,P52133,1
P34166,Q12480,0
Q8TGS2,Q12690,0
P0ADB7,Q46832,0
P76164,P39394,0
Q3E820,P38803,0
Q8TGQ7,P00572,0
P77091,Q46832,1
A0A663DJA2,Q15006,1
P0ADB7,P0AAB2,0
P80967,P47133,0
P77494,P75863,0
P37305,P0A9S7,1
P56976,P10906,0
Q99380,P41318,0
Q8TGT6,P47140,0
P0CX86,P47019,1
P76164,P17443,1
Q99380,P38805,0
Q8TGS7,P53332,0
P0ADB4,P62623,1
P76164,P0AAV4,0
Q99380,Q3E742,0
P0ADB4,P62615,1
P0CY04,P53332,0
Q8TGS7,P30656,0
P56976,P39334,0
P0CX86,P49167,1
Q3E7Z6,P38956,0
Q3E7Z6,Q12416,0
P56976,P37751,1
Q7TFA1,Q15836,1
P77494,P0A800,1
P0ADB4,P0C0S1,1
Q3E801,Q00245,0
P0CY04,P47058,0
P76164,P0AEK0,0
Q8TGS2,P32459,0
P56976,P27303,0
P63313,P17931,0
Q3E789,P38326,0
Q8TGU8,Q12157,0
Q3E7A6,P23797,0
P56976,P0AC00,0
Q3E7Z3,P00572,0
P77091,P76106,1
Q3E732,P25451,0
Q47272,P75914,0
P56976,P0A964,1
Q3E7Z6,P29055,0
P34166,P0CX32,0
Q8TGQ7,Q06011,0
Q8TGQ7,P00817,0
Q8TGT6,P0CX36,0
Q3E801,P53146,0
A0A663DJA2,Q9BWF3,1
P56976,P24173,0
P0AAW9,P0ABU7,0
P56976,P0AFH2,0
P0CY04,P00546,0
Q8TGT3,P36092,0
P77091,P08372,1
P77091,P0AGE0,1
P0CY04,P39728,0
P56976,P75818,1
P56976,P0AC47,0
Q8TGJ2,P06785,0
Q8TGT2,P18888,0
P0ADB4,P0A921,0
P76164,P45799,0
P0ADB4,P76027,0
Q99380,Q92317,0
Q3E801,P40339,0
Q8TGV0,Q03630,0
P77091,P0AB33,1
Q3E837,P06785,0
P56976,P36662,1
Q47272,P0AG11,0
Q7TFA1,Q9BVK6,1
P0C269,P06785,0
P76164,P03817,0
Q3E7B0,P06787,0
A0A663DJA2,P61006,1
P56976,P77690,0
Q7TFA1,Q86Y82,1
Q3E737,P32378,0
Q47272,Q46899,0
P0ADB4,P0ABD8,1
P56976,P23878,1
P56976,P0AF06,0
Q3E801,P00572,0
P0ADB4,P37760,1
Q47272,P22186,1
P76164,P45552,1
P0ADB7,P62617,1
P0ADB4,P33013,1
P0CY04,P32496,1
P0ADB4,P0AE98,1
A0A663DJA2,P00338,1
Q7TFA1,P21964,1
P56976,P0A921,0
Q3E820,P19881,0
Q8TGS5,P53942,0
P76164,P0AFY8,0
Q8TGS4,P00572,0
P0ADB4,P0A6R0,0
P0ADB4,P45395,1
P0ADB4,P27126,0
P0ADB4,P41443,1
P56976,P0A9J4,1
P77091,P76334,1
A0A663DJA2,P00491,1
P56976,P37313,1
P0ADB4,P77414,1
Q3E778,Q06389,0
P0ADB7,P0AG99,1
P0ADB4,P75749,1
Q99380,P17536,0
Q99380,P43497,0
P56976,P75957,0
Q7TFA1,O15155,1
P77091,P16525,0
P0ADB4,P60584,0
Q99380,P53277,0
Q3E7Z9,P18414,0
P56976,P37028,1
P0ADB4,P27434,0
A0A663DJA2,Q14696,1
P0AAW9,P29012,1
Q8TGS4,Q12306,0
Q3E820,P07807,0
Q8TGU1,P12962,0
Q47272,P0A6G7,1
P40975,P23493,0
Q47272,P76210,1
P77091,P45545,0
P77091,P45551,1
Q7TFA1,Q96ET8,1
Q99380,Q06070,0
Q99380,P07274,0
Q3E820,Q06810,0
Q7TFA1,Q6UX65,1
P56976,P0A6T5,0
P56976,P76091,0
P56976,P06709,0
Q8TGQ7,Q03784,0
Q8TGS7,P46948,0
Q99380,Q12163,0
P56976,P77622,0
Q2EES1,P0AC69,0
P0ADB7,P0AGH5,1
Q99380,P32800,0
P0ADB7,Q46822,0
Q3E774,P25342,0
P56976,P24224,0
P56976,P09147,1
P34166,Q04868,0
Q99380,P36087,0
Q7TFA1,Q14344,1
P0A7Q6,P0A7N4,0
Q47272,P76632,1
Q47272,P0AEG6,1
P0ADB4,P23877,1
Q3E767,P43588,0
Q99380,Q06616,0
Q3E7B0,P36110,0
Q8TGS7,P53039,0
P77091,P22939,1
Q47272,P31061,0
P77091,P17802,1
Q7TFA1,Q9UHJ9,1
P56976,P0A742,1
P0ADB4,P0AE78,0
Q99380,P47138,0
Q3E801,P24280,0
Q47272,P67603,1
P64512,P0AFC0,0
A0A663DJA2,P62633,1
Q9P7Z4,P78789,0
P0ADB7,P69801,1
P56976,P0AAH4,0
P56976,P0AF54,0
P76164,P0A6I0,0
P68191,P0ABU7,1
P76164,P0A6Q6,1
Q99380,P54837,0
A0A663DJA2,O75396,1
P0ADB4,P0A9I5,1
P0CY04,P23797,0
P56976,P26266,1
Q47272,P75746,0
P20065,Q13432,1
P56976,P27126,0
Q99380,P61830,0
Q8TGT2,Q99382,0
Q3E7A0,P25617,0
Q47272,P77279,1
P0ADB4,P0AA04,1
A0A663DJA2,P43307,1
P77091,P37002,0
Q3E801,P38523,0
A0A663DJA2,Q16629,1
P64512,Q46832,0
Q8TGT6,P05318,0
A0A663DJA2,Q13232,1
P0C271,P01123,0
P56976,P61887,0
P0CX86,P38336,0
P56976,P06282,0
P56976,P37760,1
Q3E818,P41806,0
Q3E741,P30656,0
Q8TGV0,P34162,0
Q3E808,P43563,0
Q8TGS7,P43563,0
Q2EES1,P27375,1
P56976,P43319,0
P56976,P0AAH8,0
P0CX86,P56628,1
Q3E843,P53146,0
Q3E7A0,Q08726,0
Q8TGJ2,P07807,0
Q8TGV0,P36116,0
P56976,P00811,0
Q8TGS2,P47155,0
P0ADB7,P0ADW3,1
Q8TGT8,Q9URQ3,0
Q3E820,P46969,0
Q47272,P42641,1
P77091,P0A8A0,0
Q8TGQ7,Q04629,0
P77091,Q47269,1
P77091,Q46858,0
Q3E775,P53066,0
Q3E732,P43563,0
P0ADB4,P0ADA7,0
P0A7Q6,P0AC35,0
Q3E813,Q02516,0
P0CX86,P53769,0
P56100,P39286,0
Q8TGQ7,P41277,0
Q8TGQ7,P04911,0
Q47272,P03825,1
P56976,P0AD70,1
P34166,P53188,0
Q99380,Q04978,0
P56976,O32528,0
P0ADB4,P75809,1
P0CY04,P07274,0
P77091,P76057,1
Q99380,Q06667,0
P0CX86,P0CX34,1
Q8TGS7,P38782,0
Q8TGQ7,P26793,0
Q99380,P53896,0
A0A663DJA2,Q04917,1
Q99380,P40580,0
Q99380,P36154,0
Q3E782,P33411,0
P56976,P76080,0
Q99380,Q08058,0
P0ADB4,P22634,1
P56976,P0ADZ7,1
P34166,P40473,0
P0CY04,P53551,0
Q99380,Q08954,0
Q3E7A6,P53123,0
P56976,P77293,0
P0ADB7,P77308,1
Q8TGS7,P38792,0
P0ADB4,P0AC78,1
Q99380,P0CX40,0
Q8TGS7,Q03784,0
Q3E820,Q9URQ3,0
Q8TGS6,P23638,0
Q7TFA1,Q9NZJ7,1
P0CY04,P52920,0
P0CX86,P00427,0
P0A7Q6,P0A6J8,0
P56976,P0ACC3,1
Q7TFA1,O60499,1
P0CY04,P39718,0
Q3E758,P43582,0
P0CY04,P29055,0
Q3E801,P35734,0
Q7TFA1,O14653,1
P76164,P0A6X3,0
P0CY04,P43563,0
Q3E7Z7,P50947,0
Q3E808,P38637,0
Q8TGS7,P25299,0
Q7TFA1,P28328,1
Q3E758,Q06058,0
Q3E789,P22943,0
P56976,P23898,0
Q99380,Q12160,1
Q3E801,Q12046,0
Q99380,P20133,0
P56976,P37626,1
P0A7Q6,Q46920,0
Q7TFA1,Q8N511,1
A0A663DJA2,Q9BQI0,1
Q47272,P0ADX5,1
Q99380,P53220,0
A0A663DJA2,P08559,1
Q7TFA1,Q9UBV7,1
P80967,P28241,0
P0AD86,P39346,0
Q7TFA1,O43752,1
A0A663DJA2,Q9Y617,1
A0A663DJA2,P23193,1
P0AAW9,P76084,1
Q3E7Y8,P38763,0
Q9UTC0,Q00472,1
Q3E7Y8,P17106,0
Q99380,P39983,0
P0A7Q6,P0AE18,0
Q8TGS2,P32912,0
Q99380,P22108,0
P0ADB7,P27434,1
P0CY04,Q05926,0
Q8TGQ7,Q01590,0
P0ADB4,P71311,1
Q99380,P06844,0
Q3E801,P52919,0
P76164,P0A6X7,0
Q99380,P13517,0
P56976,P45760,0
P0ADB4,P0A6I9,0
Q3E813,P38921,0
Q99380,P36027,0
Q99380,Q12288,0
Q8TGV0,P0CX36,0
Q7TFA1,Q8N6M3,1
Q7TFA1,O95249,1
A0A663DJA2,P61586,1
Q3E767,P38634,0
Q3E843,P38200,0
Q99380,P38429,0
P56976,P0AFH6,1
P56976,P71239,0
Q7TFA1,Q8NCH0,1
Q99380,P45820,0
Q8TGV0,P0CX34,0
P0CX86,P48363,0
P80967,P05375,0
P76061,P39346,1
P64512,P0A6B4,0
P0AD83,Q46898,1
Q3E801,P06787,0
P77091,P0AG74,0
P0ADB7,P0A887,0
Q99380,P53267,0
P0CY04,P00572,0
P0ADB7,P09348,0
Q8TGS5,P38634,0
P64442,P31134,0
P0ADB4,P0AFH6,0
P0CY04,P40080,0
Q7TFA1,Q969W9,1
P77091,P0ACY9,1
Q3E7Y8,P39549,0
P0CX86,Q12286,0
P0CY04,P34162,0
P77494,Q46898,0
P0ADB4,P39206,0
Q7TFA1,Q9H0V9,1
A0A663DJA2,Q9UL25,1
P0CX86,P52923,0
Q2EES1,Q46898,0
A0A663DJA2,O15145,1
P34166,P0CX47,0
Q7TFA1,P51809,1
P62522,P77280,1
P0CX86,P06781,0
Q3E843,Q05809,0
A0A663DJA2,O95433,1
Q99380,Q12241,0
Q3E782,P34087,0
P77091,P69210,1
Q8TGS7,Q06636,0
Q99380,Q12286,0
P0CY04,P53093,0
P68191,P0ACC3,0
Q3E767,P05738,0
Q8TGT6,P40347,0
Q8TGT6,Q02642,0
P0CY04,P0CX38,0
A0A663DJA2,P62834,1
Q6BF25,P76084,0
Q99380,Q04401,0
Q47272,P76280,0
Q99380,P36116,0
Q3E820,P48363,0
P0CY04,P38782,0
P0CX86,P06787,0
P77091,P0A8P6,1
P0ADB4,Q46822,0
Q8TGS7,P53731,0
P0A7Q6,P0AC69,0
P0A7Q6,P76421,0
Q8TGS7,P53731,0
Q7TFA1,P60604,1
P0ADD9,P37678,0
P56976,P67910,1
Q3E818,P00546,0
Q6BF25,Q46927,0
Q8TGQ7,Q99373,0
P0ADB4,P77519,0
Q99380,P38326,0
A0A663DJA2,P07195,1
P0ADB7,P0AF36,1
P0AD89,P0A6J8,0
P64567,Q46899,0
P0C1Z1,P53156,0
A0A663DJA2,P55145,1
Q3E813,P38337,0
P56976,P27833,0
Q3E801,Q08278,0
Q8TGS7,P41920,0
Q8TGU8,Q02796,0
A0A663DJA2,Q9NX40,1
P0CX86,P49166,1
Q8TGV0,P36092,0
Q3E7Z6,P06787,0
P56976,P0AB01,0
Q99380,P39718,0
P0CX86,P40525,1
Q99380,P25296,0
P0ADB7,P15070,0
Q2EES1,P28306,0
Q8TGS5,Q04082,0
P0CX86,P05737,1
P34166,P32451,0
P77091,P0A884,1
Q3E737,P0CX40,0
Q3E732,Q12051,0
A0A663DJA2,Q15370,1
P0A7Q6,P39902,0
P0A7Q6,P0A8M6,0
Q47272,P0C066,1
A0A663DJA2,P49458,1
Q47272,P11663,1
P80967,Q12431,0
Q3E820,P38801,0
Q99380,P51996,0
Q8TGT2,P53123,1
P0ADB4,P13445,1
Q3E801,P25299,0
Q3E741,Q99278,0
Q7TFA1,Q9Y673,1
Q8TGU1,P40342,0
Q99380,P33331,0
P0ADB4,P62617,1
P0ADB4,P07021,1
Q2EES6,Q46899,1
P0CY04,P40993,1
Q99380,P15454,0
Q3E7Z6,Q12157,0
P0CX86,P10622,1
Q3E778,P29055,0
P34166,P32447,0
Q47272,P0A6P7,1
Q99380,Q08931,0
P0ADB4,P0A761,0
P0AD83,P37678,1
Q8TGU1,P31116,0
Q3E775,Q03673,0
Q47272,P76162,1
Q8TGU1,P15731,0
P0CX86,Q12036,0
P77091,P0AFB1,0
Q3E774,P22214,0
A0A663DJA2,O75489,1
P0CY04,P35734,0
Q3E767,P47089,0
Q99380,P32912,0
Q3E737,P38200,0
Q3E781,P38829,0
Q3E813,Q12118,0
Q3E7A0,P13902,0
Q3E7Y8,P35182,0
Q8TGT6,Q9URQ3,0
Q47272,P0A8P6,1
P0CX86,P38061,1
Q8TGU1,Q00582,0
P56976,P0ABU7,0
P0CY04,P54857,0
P0A7Q6,P69428,0
P0ADB7,P0AE78,0
Q8TGS7,P38813,0
P0A7Q6,P0A6F9,0
P56976,P06609,0
Q3E775,D6VPM8,0
P0ADB4,P0A964,1
Q8TGU8,P38300,0
P56976,P0A843,0
Q3E801,Q03778,0
Q47272,P77206,1
Q47272,P45551,1
P0CX86,P47141,0
Q3E7Z3,Q12157,0
P0CY04,Q08746,1
P76164,P77173,1
P0ADB4,P24173,1
Q3E7B0,Q06058,0
Q99380,P25577,0
P0C271,P47172,0
P34166,Q12513,0
Q3E813,P53274,0
P34166,P0CX47,0
A0A663DJA2,Q99497,1
Q8TGT3,P36105,0
Q8TGU8,P00424,0
Q8TGT2,P43563,0
P0ADB7,P67910,1
P76061,P0A9S7,1
P0CY04,P38298,0
Q8TGU5,Q00245,0
P0ADB7,P0AEG1,1
Q3E820,P36105,0
P56976,P77519,0
P0ADB4,P76078,1
Q8TGU8,P38824,0
Q3E7A0,P47086,0
P0CY04,P36060,0
P56976,P0AEF8,1
Q3E789,P32178,0
Q8TGS7,P53600,1
P34166,Q99382,0
Q3E7A0,Q12157,0
P0ADB7,P26602,0
Q3E843,Q07951,0
Q8TGV0,Q06819,0
Q99380,P36060,0
P0ADB4,P75788,1
P56976,P07000,0
Q3E820,P38805,0
P34069,Q7LKZ5,0
Q99380,P47133,0
P77091,P77688,1
P34166,P38782,0
Q7TFA1,P41273,1
P77091,P23331,0
P80967,O60200,0
Q3E758,P38913,0
Q99380,Q03691,0
Q7TFA1,Q96AJ9,1
Q3E781,P21242,0
P0ADB4,P67910,1
P0ADB4,P76190,1
P0ADB4,P0AEK2,1
P0ADB7,P0ADZ7,0
Q99380,P53757,0
P56976,P0AB38,0
P40975,P40491,0
P77091,P0A6Y1,0
Q3E813,Q04868,0
Q3E7B0,P0C2H9,0
P0CY04,P38877,0
Q3E7B0,P43577,0
P76164,P0ACY1,0
P77091,P0ADD2,1
Q8TGT6,Q12012,0
Q99380,P14020,1
P0CX86,P38912,0
Q3E737,P22289,0
P64442,P0A910,0
Q3E7Z9,P39549,0
P34166,P40565,0
P0CX86,Q08270,0
Q3E778,P43577,0
Q3E801,P34087,0
Q47272,P08370,1
Q47272,P77285,1
A0A663DJA2,Q53GQ0,1
Q99380,P40350,0
Q3E7Z9,P06787,0
P77091,P46856,1
Q2EES1,P0A9L5,1
P0ADB4,P71239,0
Q99380,P25303,0
P77091,P09557,1
P56100,P39346,0
P34068,O42913,0
Q8TGT6,P25337,0
Q99380,Q12048,0
Q99380,P48606,0
Q99380,P32838,0
Q3E7Z3,Q04338,0
P0A7Q6,P63177,0
P34166,Q03435,0
P0CY04,P41806,0
Q7TFA1,Q8WVX3,1
Q99380,P38759,0
A0A663DJA2,O43852,1
Q99380,P22803,0
Q3E789,P10355,0
Q99380,P40505,0
A0A663DJA2,Q9Y2B0,1
P77091,P11664,0
P34068,O13951,1
Q99380,Q02516,0
Q99380,P53192,0
Q99380,P25337,0
P56976,P0ADW3,1
P56976,P22634,0
P76061,P0A8D9,1
P0ADB7,P77467,0
Q99380,P40509,0
P77091,P33554,1
P0ADB7,P0AAH8,1
Q7TFA0,Q4G0I0,1
Q7TFA0,P40855,1
P0CX86,P39015,1
Q3E7Z7,Q99278,0
Q3E758,Q05900,0
P34069,O74968,0
P37305,Q46898,0
P76061,Q46832,0
Q8TGS4,P28320,0
P0CY04,P40075,0
Q47272,P75737,0
P34069,O14175,0
P56976,P13016,1
Q99380,P38291,0
Q99380,P50110,1
P77091,P0ACG6,1
Q7TFA1,O75379,1
P56976,P0A8U2,0
Q99380,Q03768,0
Q99380,P45820,0
Q3E7Z6,P32897,0
P0A7Q6,P0A707,0
P0ADB4,P24224,1
P77091,P76909,1
P0CX86,P0CX85,1
A0A663DJA2,P62877,1
P76061,P43319,1
P56976,P24205,1
P0ADB4,P32056,1
Q3E7Z3,P32910,0
Q99380,Q06549,0
P56976,P32055,0
Q3E737,P38326,0
P0ADB4,P75777,1
P0ADB7,P0A910,1
Q47272,P76068,0
A0A663DJA2,Q15293,1
P56976,P76077,0
Q7TFA1,Q7Z7H5,1
Q99380,P36095,0
Q3E801,Q12306,0
P0ADB4,P76474,0
P77091,P0A7Y4,0
P0CY04,P38122,0
Q3E802,Q12328,0
P68191,Q46899,0
P56976,P26647,0
P77091,P18196,0
P76164,P03825,1
P77091,P45552,1
P0C271,P38291,0
Q8TGS7,P38991,0
P0ADB7,P77214,1
P77091,P33229,1
Q8TGU8,P36064,0
Q47272,P25536,1
A0A663DJA2,Q15369,1
P0ADB7,P0ADC3,1
P34069,Q92374,0
P63313,Q9Y466,1
P0CX86,P43540,0
P0CY04,Q03036,0
P0CX86,Q03973,1
P0ADB4,P25666,1
Q3E820,P25296,0
A0A663DJA2,Q16775,1
P76164,P0A8P8,1
Q3E737,P38304,0
P40975,P39718,0
P0A7Q6,P0A6B4,0
P0CY04,P53267,0
P0CX86,Q02753,1
Q8TGQ7,P32179,0
Q99380,P43614,0
A0A663DJA2,Q9Y241,1
P0ADB4,P0A722,1
Q3E813,P36036,0
Q99380,Q04608,0
P0CX86,P0CX46,1
P56976,P0AFR0,0
Q3E801,P38877,0
Q8TGT2,P32773,0
P80967,Q08963,0
Q8TGU5,P11746,0
Q8TGT3,Q12746,0
Q7TFA1,P54920,1
A0A663DJA2,P23284,1
P0CY04,Q12343,0
Q8TGQ7,Q06991,0
P0ADB4,P10906,0
Q3E818,P0CX36,0
Q8TGT8,P40339,0
Q7TFA1,P98172,1
Q7TFA1,Q969V5,1
P77091,P0A6X3,0
A0A663DJA2,Q12907,1
P56976,P77214,0
A0A663DJA2,P12004,1
P0CX86,Q02753,1
Q7TFA1,Q9BUB7,1
P0CX86,P38824,0
Q99380,Q12431,0
P0CX86,P14126,1
Q8TGT6,O60200,0
Q8TGJ2,Q08726,0
A0A663DJA2,Q9H299,1
P0ADB4,P69210,0
P0ADB7,P0ACC9,1
Q3E732,P23638,0
Q8TGT6,P01119,0
Q3E820,P40339,0
P0CX86,P41819,0
Q99380,P18410,0
P0ADB4,P27128,1
P56976,P0ADV9,0
P0ADB4,P69801,0
Q8TGU1,Q12052,0
Q3E781,Q07953,0
P0CX86,P38711,0
A0A663DJA2,P49755,1
P56976,P32681,0
Q3E758,P28241,0
P77091,P28631,1
Q8TGS7,P45976,0
Q99380,P38116,0
Q8TGS7,Q08746,1
Q99380,Q12272,0
Q3E7Z6,P28519,0
A0A663DJA2,P50213,1
Q99380,P11632,0
A0A663DJA2,P52815,1
P56976,P0AC78,0
P62522,Q46899,0
Q8TGQ7,P25586,0
P0ADB4,P69428,0
Q99380,Q02795,0
Q3E7A6,P53965,0
Q3E808,P41920,0
P56976,P69856,0
P77091,P0AF48,0
P64512,Q46927,1
P56100,P42907,0
Q47272,P28631,1
P0ADB4,P0A930,1
Q8TGS7,P32570,1
Q47272,P77324,1
Q99380,P38113,0
P34069,P36613,0
Q8TGS7,P39005,0
A0A663DJA2,Q9Y2B0,1
P0CY04,P38804,0
A0A663DJA2,Q04917,1
P56976,P45955,1
P0CY04,P04911,0
Q7TFA1,Q9H6K4,1
P56976,P0A6L4,1
P56976,P62623,1
Q3E732,P40093,0
Q3E775,P38337,0
Q8TGS7,Q12157,1
P77091,P0A6I0,0
Q3E767,P47172,0
P76164,P20605,0
Q8TGJ2,P11746,0
Q8TGT3,P0CX38,0
Q99380,P17261,0
Q3E801,P33411,0
P77091,P24180,1
Q8TGU1,P00330,0
Q8TGQ7,P23493,0
Q99380,Q03695,0
Q8TGQ7,P46961,0
Q47272,P76064,1
Q3E7B0,P53598,0
P56976,P0C0L2,1
P77091,P0AFP6,1
P77091,P0AAW1,0
A0A663DJA2,P80723,1
Q99380,P35718,0
P0CY04,P15700,0
A0A663DJA2,Q15286,1
Q3E813,P38884,0
Q8TGU1,Q08920,0
A0A663DJA2,Q13642,1
P56976,P0A930,0
P76164,P77546,0
P0ADB7,P0AGK1,1
P0C271,Q12522,0
A0A663DJA2,P21912,1
Q7TFA1,O43761,1
P0AD83,P0AB80,1
Q7TFA1,Q969E2,1
P56976,P77759,0
P76164,P39310,1
P56976,P39206,0
P0A7Q6,P33643,0
P0C1Z1,P11746,0
P0CX86,Q06636,0
Q8TGQ7,P0CX44,0
P0AAW9,P75863,0
P56976,P0AEK2,0
Q8TGT3,Q12306,0
A0A663DJA2,O94905,1
Q8TGQ7,P87275,0
P56976,P25740,1
Q3E781,P47172,0
P77091,P66817,0
P0ADB4,P37745,1
Q3E818,P13902,0
P56976,Q47151,1
Q3E775,P39547,0
Q3E789,P34162,0
Q8TGS7,P41834,0
P76164,P0AEZ3,1
P34166,P50278,0
Q99380,P53898,0
Q3E732,P47089,0
Q47272,P0A7G6,1
Q99380,P33328,0
Q3E767,Q12326,0
Q99380,P35179,0
A0A663DJA2,Q9NX20,1
P0A7Q6,P37765,0
P0C271,P43563,0
P80967,P32787,0
P0ADB4,P0A6Q6,1
P0ADD9,P76084,0
A0A663DJA2,P45880,1
Q3E801,P35179,0
Q8TGS2,P32338,0
Q99380,Q12282,0
P0A7Q6,Q46898,0
P0CX86,P0CX82,1
Q8TGT2,P16965,0
Q3E813,P40538,0
Q8TGQ7,P40994,0
Q3E781,P53066,0
